nombre;estilo;og;abv;ibu;color_srm;litros;publicada;autor;url
California dreaming;California Common Beer;1.052;5.11;30.2;13.39950607496863;20;2013-12-23;Martín Bértoli;https://www.brew-o-matic.com.ar/#/recipe/clone/California_dreaming-524abc591ce6b6c104000039-1387836300503
Catalina 2;California Common Beer;1.05;4.91;42.8;14.030483209985086;25;2016-05-10;Periku Nasdemiku;https://www.brew-o-matic.com.ar/#/recipe/clone/Catalina2-572b5ee57e1c1e1d003b5d7d-1462758382870
Costa oeste v2;California Common Beer;1.04;4.3;13;7.934107200122424;85;2016-01-06;Diego Avila Moravec;https://www.brew-o-matic.com.ar/#/recipe/clone/Costaoeste-5535a4dc53c2eaee0900080d-1451449168483
Frutiruela;Catarina sour;1.035;3.44;0;2.699438744129434;32;2026-08-27;Jonathan lucero;https://www.brew-o-matic.com.ar/#/recipe/clone/Frutiruela-5ba1c6a6cd5f790004cf3af3-1787832549812
Cerveceros del Oeste - Tini Cumple 5;Catharina Sour;1.038;3.73;4.1;3.2135357087816927;18;2023-02-20;Gustavo Lago;https://www.brew-o-matic.com.ar/#/recipe/clone/CervecerosdelOesteTiniCumple5-6377bec044f544453e5c5817-1674497691068
Brown Ale;Christmas/Winter Specialty Spiced Beer;1.045;5.31;20.5;24.88185065088245;17;2018-07-18;Javier Zarate;https://www.brew-o-matic.com.ar/#/recipe/clone/irishred-58a446b4bd277a1d00101fae-1531947736438
Cacao-cinamon Red Ale;Christmas/Winter Specialty Spiced Beer;1.074;7.27;20.9;23.62940245274896;20;2018-09-10;Emanuel Aranda;https://www.brew-o-matic.com.ar/#/recipe/clone/CacaocinamonRedAle-58471fba8d40681d00fb0daa-1536591118665
Christmas;Christmas/Winter Specialty Spiced Beer;1.065;6.39;5.1;28.533677305147936;20;2018-11-03;Stefanutti samuel;https://www.brew-o-matic.com.ar/#/recipe/clone/Christmas-5ba16a23cd5f790004cf35f5-1541269095482
Cuvee Noel .:VILLANA:.;Christmas/Winter Specialty Spiced Beer;1.083;8.7;20.3;57.97151300871868;20;2015-11-25;Gustavo Blanco;https://www.brew-o-matic.com.ar/#/recipe/clone/CuveeNoelVILLANA-5245ffb14b11374753000046-1448489150928
Cuvee Noel .:VILLANA:.;Christmas/Winter Specialty Spiced Beer;1.083;8.7;20.3;57.97151300871868;20;2019-05-27;jesus alberto olivo;https://www.brew-o-matic.com.ar/#/recipe/clone/CuveeNoelVILLANA-5582e34edaa6c2a2760045b2-1558960814483
GOLDEN BROWN;Christmas/Winter Specialty Spiced Beer;1.048;4.72;19.3;19.3314385243737;18;2018-12-14;Javier Zarate;https://www.brew-o-matic.com.ar/#/recipe/clone/GOLDENBROWN-58a446b4bd277a1d00101fae-1544791817494
Rubí;Christmas/Winter Specialty Spiced Beer;1.094;9.24;9.9;19.855350111247475;27;2023-05-03;Alison Garcia;https://www.brew-o-matic.com.ar/#/recipe/clone/Rub-619ea0a5571af10004f037f5-1683091926674
Rubí;Christmas/Winter Specialty Spiced Beer;1.107;10.51;8.9;18.851970617334743;27;2023-05-03;Alison Garcia;https://www.brew-o-matic.com.ar/#/recipe/clone/Rub-619ea0a5571af10004f037f5-1683091981199
Rubí;Christmas/Winter Specialty Spiced Beer;1.107;10.51;8.9;18.851970617334743;27;2023-05-03;Alison Garcia;https://www.brew-o-matic.com.ar/#/recipe/clone/Rub-619ea0a5571af10004f037f5-1683119251207
Scotish Sarandon;Christmas/Winter Specialty Spiced Beer;1.059;5.8;20.8;12.445933880601228;40;2017-07-10;Gariglio Jorge;https://www.brew-o-matic.com.ar/#/recipe/clone/ScotishSarandon-5494466e1c28d2ac7f001267-1499707619545
Session Belgian Hopfenweisse (?);Christmas/Winter Specialty Spiced Beer;1.039;4.55;17.2;6.15811801107239;56;2017-12-04;Lautaro Cozzani;https://www.brew-o-matic.com.ar/#/recipe/clone/WeissendeNoel-5245bff54b11374753000005-1511754667130
Test;Christmas/Winter Specialty Spiced Beer;1.062;6.09;34.1;24.768158334735183;5;2019-10-01;;https://www.brew-o-matic.com.ar/#/recipe/clone/Test-5d925bf621928a0004cbff00-1569908253723
colorada galan;Christmas/Winter Specialty Spiced Beer;1.062;6.5;9.1;24.546499225833617;40;2015-05-17;Joaquin Serafini;https://www.brew-o-matic.com.ar/#/recipe/clone/colorada-53f0b4999d4cb47b74009675-1431878620354
Golden Citrus Naranja y cilantro 2;Citrica;1.057;5.82;14.1;5.159553766332968;52;2018-01-03;Diego Cnokaert;https://www.brew-o-matic.com.ar/#/recipe/clone/AmericanWeissNaranjaycilantro-5983973f167b371d00897d6a-1510703918065
290418 Pilsen;Classic American Pilsner;1.048;4.72;25.8;4.731182268869389;22.5;2024-10-06;Nicolas Bella;https://www.brew-o-matic.com.ar/#/recipe/clone/310318IrishRedAle2-5851bd6d664f2f1d00a33abb-1524486988693
Carloff_APA;Classic American Pilsner;1.054;5.52;31.8;4.454540845344552;20;2017-06-26;Gabriel Loffredo;https://www.brew-o-matic.com.ar/#/recipe/clone/CarloffAPA-58f4bd7670b0fb1d002320a4-1496841551483
Carloff_CAP;Classic American Pilsner;1.054;5.52;31.8;4.454540845344552;40;2017-04-27;Gabriel Loffredo;https://www.brew-o-matic.com.ar/#/recipe/clone/CarloffAPA-58f4bd7670b0fb1d002320a4-1493316183662
Guendolina IPA;Classic American Pilsner;1.047;4.8;33;4.590341285311602;180;2021-02-19;Lucas Echarry;https://www.brew-o-matic.com.ar/#/recipe/clone/GuendolinaIPA-5e28812350cd8b000426036b-1595257046843
Matias Herrera;Classic American Pilsner;1.056;5.5;25.1;4.9369641670657;70;2019-11-07;Matias Herrera;https://www.brew-o-matic.com.ar/#/recipe/clone/MatiasHerrera-5834d10fb210b71d0066716f-1573164040923
P15 Suicide Blond Ale;Classic American Pilsner;1.056;5.5;23.8;5.176637141296095;23;2017-10-27;Sebastian Martinez;https://www.brew-o-matic.com.ar/#/recipe/clone/P15SuicideBlondAle-5597181448eaebe06c00010a-1509099341933
Pilsen;Classic American Pilsner;1.056;5.87;39.5;5.080633530444874;20;2020-09-17;Elias Sidenko;https://www.brew-o-matic.com.ar/#/recipe/clone/Pilsen-5dbf70fa80457b00041f9018-1600357169580
Pilsen Americana;Classic American Pilsner;1.054;5.31;35.1;3.9753272159889947;20;2017-02-24;Birra Store;https://www.brew-o-matic.com.ar/#/recipe/clone/PilsenAmericana-57af058a4ad8541d000ad1d1-1487944406554
Pilsner Ruval;Classic American Pilsner;1.058;5.7;26.6;4.27690954770055;40;2018-06-06;Sebastian Rubilar;https://www.brew-o-matic.com.ar/#/recipe/clone/PilsnerRuval-5b048f9c1a11b8000452bda1-1528317276356
Pura Pilsen;Classic American Pilsner;1.058;5.7;0;4.083720868366202;50;2025-03-03;Mauro Sorgi;https://www.brew-o-matic.com.ar/#/recipe/clone/PuraPilsen-56e82a54180c221d00c78462-1741009918023
la maldita;Classic American Pilsner;1.045;4.42;12.1;14.834249682609645;20;2020-07-26;Manuel Alvarado;https://www.brew-o-matic.com.ar/#/recipe/clone/lamaldita-5aa87ac4fbc5b4001d4c90be-1595799806257
pils 4l;Classic American Pilsner;1.048;4.72;18.4;3.6668012171721487;4.5;2017-03-02;ap730;https://www.brew-o-matic.com.ar/#/recipe/clone/pils4l-58ae53627077aa1d0095f40a-1488418462010
pilsen;Classic American Pilsner;1.046;4.52;15.8;5.515749841572675;300;2020-05-01;Carlos Sanchez;https://www.brew-o-matic.com.ar/#/recipe/clone/pilsen-5a1d972405e7b21d00020f3c-1528137551894
pilsen con trigo;Classic American Pilsner;1.049;5.52;11.9;4.4013369397604905;8;2024-05-03;andres moreno;https://www.brew-o-matic.com.ar/#/recipe/clone/pilsencontrigo-66060c3f809a271f6d7cfb44-1711763653453
pilsner orange carlos vilela;Classic American Pilsner;1.052;5.65;26.3;3.954327353513696;26;2019-09-19;Carlos Vilela;https://www.brew-o-matic.com.ar/#/recipe/clone/pilsnercarlosvilela-5d7a2d8bc43cf10004e05800-1568914146359
session 05;Classic American Pilsner;1.046;4.7;31.3;4.04928072436852;25.7;2024-10-22;Valentin Aguilera;https://www.brew-o-matic.com.ar/#/recipe/clone/session05-574b8b0c0b7bed1d0086a620-1729621778427
session 06;Classic American Pilsner;1.047;4.8;31;4.04928072436852;25.7;2025-02-18;Valentin Aguilera;https://www.brew-o-matic.com.ar/#/recipe/clone/session06-574b8b0c0b7bed1d0086a620-1739901213029
Rauchbier;Classic Rauchbier;1.052;5.31;26.3;21.606118356862233;20;2019-04-03;Javier Rios;https://www.brew-o-matic.com.ar/#/recipe/clone/Rauchbier-5b6b0a6b0989f00004bce202-1554331940007
Rauchbier Hegel;Classic Rauchbier;1.082;8.06;29.2;27.53039980016125;35;2018-12-07;Cerveza Hegel;https://www.brew-o-matic.com.ar/#/recipe/clone/RauchbierHegel-5bbd0f8ba08c5c00047a7106-1539187952579
Colorada correntina;Colorada del Sur;1.043;4.22;6.9;19.207914020645042;50;2016-12-04;Santiago Benitez;https://www.brew-o-matic.com.ar/#/recipe/clone/Coloradacorrentina-531bfdde2c7cbb116d000472-1480865083731
Loca colorada del Sur (13/07/13);Colorada del Sur;1.072;7.07;12;10.021676886782064;20;2014-04-27;Santi Arrieta;https://www.brew-o-matic.com.ar/#/recipe/clone/Loca_colorada_del_Sur-5246f1e34b113747530000a7-1385512370569
Loca colorada del Sur 2da Edicion (24/08/14);Colorada del Sur;1.052;5.59;15.9;10.948634915763582;20;2014-10-26;Santi Arrieta;https://www.brew-o-matic.com.ar/#/recipe/clone/LocacoloradadelSur2daEdicion-5246f1e34b113747530000a7-1408755505764
Birra Pulenta;Cream Ale;1.051;5.48;15.9;3.1992083167138348;42;2013-09-27;Pablo Sastre;https://www.brew-o-matic.com.ar/#/recipe/clone/Birra_Pulenta-524614634b11374753000050-1380326690952
Blonde Cream;Cream Ale;1.044;4.5;16;5.169631704946318;30;2016-09-29;Martín José Racca;https://www.brew-o-matic.com.ar/#/recipe/clone/BlondeCream-577aeb463a37cf1d00804ea4-1475160180990
Blonde Cream;Cream Ale;1.043;4.39;13.6;4.631527883816388;40;2016-11-21;Andres Gomez Puigpinos;https://www.brew-o-matic.com.ar/#/recipe/clone/BlondeCream-57eeec0a04cb941d0081772d-1479695138350
Blonde Cream 1;Cream Ale;1.046;4.7;17.8;6.993251129792668;50;2017-03-16;Maestros Cerveceros;https://www.brew-o-matic.com.ar/#/recipe/clone/BlondeCream1-58ae27667077aa1d0095f322-1487811017504
Blonde Cream ale duende;Cream Ale;1.049;5.01;;3.865783635044096;50;2018-03-07;carlos pati sosa;https://www.brew-o-matic.com.ar/#/recipe/clone/BlondeCreamaleduende-57ee633304cb941d00815a6d-1520441238287
Chelso Cream Ale;Cream Ale;1.045;4.42;20.4;5.038390270903387;63;2016-04-12;Cesar Ripa;https://www.brew-o-matic.com.ar/#/recipe/clone/ChelsoCreamAle-567442e12913941d0057d775-1460499099618
Chelso Cream Ale;Cream Ale;1.045;4.83;20.4;5.038390270903387;63;2016-04-15;Chelso Brewing;https://www.brew-o-matic.com.ar/#/recipe/clone/ChelsoCreamAle-570dac84c14d7d1d00e6b659-1460731784030
Cream Ale;Cream Ale;1.053;5.42;14.2;4.607345872135643;45;2014-11-11;Gustavo Guillán;https://www.brew-o-matic.com.ar/#/recipe/clone/Cream-52d6830ad4cf7bcd4a0001c4-1415711726035
Cream Ale;Cream Ale;1.041;4.3;23.1;3.4694273944567597;50;2014-09-13;Luis Lafalce;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAle-526fbcd102193e13710005e1-1410619493706
Cream Ale CUMPLE;Cream Ale;1.048;4.9;16.4;4.547331377233651;23;2016-01-18;Rolando Sanchez;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAleCUMPLE-5355d0613a6a5df2680013d8-1421688333143
Cream Ale FIESTA;Cream Ale;1.048;4.9;16.2;4.361032141625476;22;2016-01-18;Rolando Sanchez;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAleFIESTA-5355d0613a6a5df2680013d8-1414008446520
Cream Ale Gallo Oro;Cream Ale;1.049;5.2;15.2;3.1949043690821095;70;2014-12-17;Alexis Balzan;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAleGalloOro-5386a1a39d4cb47b74002a06-1418783274862
Cream Ale PULL;Cream Ale;1.05;5.37;25.5;4.356618771650273;35;2016-01-28;Cristian Di Menna;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAlePUL-52470cc54b113747530000ac-1453991859482
Cream Ale Q.V. 10.4.16;Cream Ale;1.043;4.22;15.3;5.345561672249729;50;2016-05-17;Manuel Miguel;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamAleQV10416-55fc20b1aca12443300000b8-1460303893014
Cream MDQ;Cream Ale;1.049;5.01;17.1;4.574857500634103;22;2017-03-13;Ivan Ezequiel Cerda;https://www.brew-o-matic.com.ar/#/recipe/clone/CreamMDQ-52e80400df26334d2c000563-1488916987837
Cream ale;Cream Ale;1.049;5.26;19.6;4.549411988646563;60;2015-12-02;Maximiliano Lopez;https://www.brew-o-matic.com.ar/#/recipe/clone/Creamale-55ae274b57a9e49331007521-1449024106303
Cream ale;Cream Ale;1.05;5.37;17;3.208524455001648;120;2023-07-20;Nicolas Ezequiel Calderon;https://www.brew-o-matic.com.ar/#/recipe/clone/Creamale-5a689400b263131d00f1ab17-1683714796555
Cream ale;Cream Ale;1.051;5.48;15.9;3.1992083167138348;42;2023-12-24;Pablo Fernandez;https://www.brew-o-matic.com.ar/#/recipe/clone/Creamale-5b68e9a9df81b3000420dfe1-1703416720595
Dorada Maicera;Cream Ale;1.051;5.01;14;4.375276769817584;22;2014-11-16;SERGIO;https://www.brew-o-matic.com.ar/#/recipe/clone/Magica-534df2a33a6a5df2680004c5-1413606750201
Dorada cremosa LELOIR;Cream Ale;1.059;5.8;13.7;6.34019121213124;40;2015-06-25;Ramiro Gonzalez;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradacremosaLELOIR-54c691e4ac35a8446d000107-1435272597904
Dorada cremosa LELOIR II;Cream Ale;1.054;5.31;8.1;6.29029647363071;42;2015-07-30;Gustavo Antilope;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradacremosaLELOIR-54c949ceac35a8446d00085c-1438271021778
Ingeres blonde;Cream Ale;1.044;4.5;25.6;6.653205821920057;32;2014-12-12;Roberto Nazareno;https://www.brew-o-matic.com.ar/#/recipe/clone/Ingeresblonde-5409be633649d08d06001247-1417548777648
La cream;Cream Ale;1.047;5.05;19.3;3.81146680365823;42;2016-06-04;Mariano Bisbal;https://www.brew-o-matic.com.ar/#/recipe/clone/Lacream-5469f50ad115c4137e00ec11-1426282365957
X Cream Ale;Cream Ale;1.048;4.9;17.6;4.016131647144301;20;2014-09-28;xavier lesa;https://www.brew-o-matic.com.ar/#/recipe/clone/XCreamAle-530278f31135ae5b7a000022-1411910123634
clon 1;Cream Ale;1.054;5.52;19;4.504880744996752;25;2021-03-11;Feliciano Gutierrez;https://www.brew-o-matic.com.ar/#/recipe/clone/clon1-5963fba695fb511d00a30294-1613081872482
Scottish Ale;D;1.048;4.72;17.9;14.353246827127734;400;2018-02-27;Cerveza eLes;https://www.brew-o-matic.com.ar/#/recipe/clone/ScottishAle-58a9a010bd277a1d0012d1d0-1488986686450
Montevidator 2nd edition;Doppelbock;1.073;7.36;21.9;19.49132265130803;22;2018-06-04;Marcelo Pedreira;https://www.brew-o-matic.com.ar/#/recipe/clone/Montevidator2ndedition-52f0ed3cdf26334d2c0006dc-1458749816624
Dorada Etrusca.;Dora;1.043;4.22;15.3;3.865562688814974;20;2021-04-12;Lucas Carbonari;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaEtrusca-5f6bd5bf58e2b900042aa354-1618268342498
De Pampa;Dorada;1.052;5.31;15.5;4.969475432036961;260;2017-08-23;Tan Selmo;https://www.brew-o-matic.com.ar/#/recipe/clone/DePampa-525413173886c30c1e000028-1503523538609
#09 DP Pool Party;Dorada Pampeana;1.047;4.62;20.2;5.78898152561097;37;2016-03-20;Beto Hadis;https://www.brew-o-matic.com.ar/#/recipe/clone/9DPPoolParty-540a466c3649d08d060016cc-1451317324275
#32 Golden;Dorada Pampeana;1.045;4.6;16.5;5.198376398831047;70;2017-08-03;Beto Hadis;https://www.brew-o-matic.com.ar/#/recipe/clone/32Golden-540a466c3649d08d060016cc-1495811521493
#4 Dorada Pampeana;Dorada Pampeana;1.047;4.62;19.1;4.219801827694554;22;2018-02-23;MADEMV;https://www.brew-o-matic.com.ar/#/recipe/clone/4DoradaPampeana-5a1592b0e78d0f1d00b9b4c3-1519296074305
2015 29   Rubia Pampeana la ponderosa 13/09/2015;Dorada Pampeana;1.046;4.94;16.8;3.549106676421855;50;2015-09-12;Juan Luis Serra;https://www.brew-o-matic.com.ar/#/recipe/clone/201507RubiaVienaMunich24032015-532b95b152e8696225000033-1442099991620
7nPunto;Dorada Pampeana;1.054;5.31;21.9;3.9753272159889947;10;2018-01-29;Agu Ech;https://www.brew-o-matic.com.ar/#/recipe/clone/7nPunto-5a0a07531409591d00d16aa9-1510662723273
Angualasto Golden II;Dorada Pampeana;1.052;5.11;17.3;10.475271740369793;75;2018-02-01;Enzo Ferreri;https://www.brew-o-matic.com.ar/#/recipe/clone/AngualastoGoldenII-59571eb24d2fac1d00d8e141-1516664976720
Angualasto Pampeana;Dorada Pampeana;1.049;4.81;19.9;7.466433995845116;75;2019-07-01;Enzo Ferreri;https://www.brew-o-matic.com.ar/#/recipe/clone/AngualastoPampeana-59571eb24d2fac1d00d8e141-1533056275394
Apolo Club - Dorada Pampeana;Dorada Pampeana;1.047;4.8;16.8;4.0721707026992675;84;2018-03-16;Iván Barenboim;https://www.brew-o-matic.com.ar/#/recipe/clone/ApoloClubDoradaPampeana-59b014adc268771d0081c169-1521135351553
Azo 01;Dorada Pampeana;1.044;4.5;23.1;5.3525321032236235;280;2018-11-15;Valentin Aguilera;https://www.brew-o-matic.com.ar/#/recipe/clone/Azo01-574b8b0c0b7bed1d0086a620-1542256660012
BB Golden Nativa;Dorada Pampeana;1.056;5.72;15.1;5.227506656229325;75;2018-09-13;Iv Kuz;https://www.brew-o-matic.com.ar/#/recipe/clone/BBGoldenNativa-5b095edde65ecb000474374d-1536803116388
BS-Dorada Pampeana;Dorada Pampeana;1.043;4.39;15.5;3.865562688814974;20;2017-04-21;Fernando Cucorese;https://www.brew-o-matic.com.ar/#/recipe/clone/BSDoradaPampeana-55760535ecf89180150000bd-1455478405581
BS_Dorada Pampeana;Dorada Pampeana;1.043;4.22;34.4;3.4111616781475638;20;2016-09-23;Birra Store;https://www.brew-o-matic.com.ar/#/recipe/clone/BSDoradaPampeana-57af058a4ad8541d000ad1d1-1473602707864
Bagged Pampean Golden;Dorada Pampeana;1.044;4.5;15.2;3.6416109545962505;70;2023-01-17;Javier Rivero;https://www.brew-o-matic.com.ar/#/recipe/clone/BaggedGolden-558174a3daa6c2a276003b25-1673967301510
Bayra - Dorada Pampeana;Dorada Pampeana;1.048;4.9;18.3;5.7850102393167075;25;2021-12-27;Adrian Nazar;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaBayra-5a9af600101e81001d31abe4-1556543247574
Birrucca Pampeana;Dorada Pampeana;1.053;5.35;24.8;4.444106324732958;17;2017-05-13;Martin Fucci;https://www.brew-o-matic.com.ar/#/recipe/clone/BirruccaPampeana-5574cb566a7398d31000006c-1461952729252
Blonda;Dorada Pampeana;1.042;4.13;27.6;7.9496844042871695;30;2017-08-15;Veto visconti;https://www.brew-o-matic.com.ar/#/recipe/clone/Blonda-55e6d6485a7dea4322000c13-1500575621841
Botella's beer;Dorada Pampeana;1.054;5.31;17.5;3.9753272159889947;20;2018-03-11;;https://www.brew-o-matic.com.ar/#/recipe/clone/Doradapampeana-5a1d745b05e7b21d00014f91-1520776749915
Buzo Táctico;Dorada Pampeana;1.051;5.21;18.4;4.08910582777443;100;2018-04-10;Martín Sánchez Guex;https://www.brew-o-matic.com.ar/#/recipe/clone/BuzoTctico-56742a1098b4f41d00edaf66-1489433795664
Cerro Champaquí;Dorada Pampeana;1.044;4.32;15.2;3.5617333274491183;40;2020-07-17;Walter Kolomi;https://www.brew-o-matic.com.ar/#/recipe/clone/CerroChampaqu-5ecf15bdfd4860000493897d-1590699104153
Chelso Dorada Pampeana;Dorada Pampeana;1.05;4.91;20.3;6.136849089501675;60;2016-04-15;Chelso Brewing;https://www.brew-o-matic.com.ar/#/recipe/clone/ChelsoDoradaPampeana-570dac84c14d7d1d00e6b659-1460740205552
Chiky  Pale Ale;Dorada Pampeana;1.048;4.72;14.2;6.632386827336685;110;2018-12-03;Javier Copetti;https://www.brew-o-matic.com.ar/#/recipe/clone/ValenPaleAle-54859dbfbbf40ce662000709-1493637668991
Condado Dorada Pampeana;Dorada Pampeana;1.047;4.62;19.7;4.5484842596447566;70;2016-12-06;Santiago Borges;https://www.brew-o-matic.com.ar/#/recipe/clone/CondadoDoradaPampeana-56d74d3973f8401d00cb391e-1480174445587
Cristian Lepra;Dorada Pampeana;1.047;4.62;18.1;5.903858792674502;20;2018-03-06;Cristian Lepra;https://www.brew-o-matic.com.ar/#/recipe/clone/CristianLepra-5a20991f4883741d00872514-1520342123233
Cristian Lepra;Dorada Pampeana;1.055;5.4;18.5;7.514035584910326;20;2018-04-12;Cristian Lepra;https://www.brew-o-matic.com.ar/#/recipe/clone/CristianLepra-5a20991f4883741d00872514-1520730492401
DORADA BENZOINO;Dorada Pampeana;1.047;4.62;13.7;4.024762714165616;220;2024-09-04;Esteban Di Lello;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADABENZOINO-5aa07fba4fc6c0001d92bacf-1725464321988
DORADA CON MIEL;Dorada Pampeana;1.054;5.31;16.4;5.8947556751593835;20;2017-03-25;Santiago Vergniaud;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADACONMIEL-58863a854ac5541d00363154-1490449183244
DORADA LELOIR;Dorada Pampeana;1.059;5.8;10.8;4.243890059679514;40;2015-07-18;Gustavo Antilope;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADALELOIR-54c949ceac35a8446d00085c-1428698208454
DORADA PAMPEANA;Dorada Pampeana;1.047;4.62;17.2;4.842485861866232;24;2016-11-28;Eric Nicolay;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADAPAMPEANA-58176840526abd1d00508df8-1479853518974
DORADA PAMPEANA;Dorada Pampeana;1.047;4.62;16.1;3.636070707163194;82;2018-10-31;Gonzalo Andres;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADAPAMPEANA-5991f4c897ba681d00cc968b-1524769862301
DORADA PAMPEANA;Dorada Pampeana;1.056;5.5;21.6;5.4875536356604115;20;2016-11-22;Luisma Rista;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADAPAMPEANA-54b40a8b48158d7553001d36-1479833272381
DORADA PAMPEANA;Dorada Pampeana;1.047;4.62;18.6;5.007282587816792;20;2022-02-17;Fabian Dilkin;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADAPAMPEANA-620e9cdfcacdf538520c23c5-1645129925203
DORADA PAMPEANA;Dorada Pampeana;1.055;5.62;18.8;4.733979405709252;50;2024-02-29;;https://www.brew-o-matic.com.ar/#/recipe/clone/DORADAPAMPEANA-5bf1f01829388a000421b037-1697336282696
DP 2016;Dorada Pampeana;1.05;4.91;15.3;4.024762714165616;22;2016-06-30;Lucas Palleiro;https://www.brew-o-matic.com.ar/#/recipe/clone/DP2016-52f2b107223576f46000007d-1467325702961
DP Testing 2;Dorada Pampeana;1.049;4.81;18.7;11.348881969111462;13;2015-08-22;xavier lesa;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaPampeanaBeginnerMode-530278f31135ae5b7a000022-1439058105209
Destello dorado;Dorada Pampeana;1.046;4.7;13.5;3.7222999970070827;350;2021-10-24;kankunapa brewing;https://www.brew-o-matic.com.ar/#/recipe/clone/rubia-5e3ca97f7256ac00049cf09d-1635088643649
Dodara pampeana;Dorada Pampeana;1.056;6.02;22.8;4.997465335914113;50;2018-08-31;de Jesus Marcos Jose Prospero;https://www.brew-o-matic.com.ar/#/recipe/clone/Dodarapampeana-59ee31813cf0dd1d00c80c3d-1529436080090
Dorada;Dorada Pampeana;1.061;5.99;17.3;6.218550918524424;20;2019-01-22;;https://www.brew-o-matic.com.ar/#/recipe/clone/Dorada-5c45fbd17a352e0004b5a91e-1548108677118
Dorada;Dorada Pampeana;1.042;4.13;14.1;5.523690683501089;650;2020-03-05;Juan Pablo;https://www.brew-o-matic.com.ar/#/recipe/clone/Dorada-573dfc7273f3b71d00f3d106-1583441854046
Dorada / Blonde;Dorada Pampeana;1.044;4.32;15.7;4.708777831785898;50;2016-12-12;Leonardo Di Lullo;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaBlonde-572882337e1c1e1d003af472-1465825337657
Dorada 1901;Dorada Pampeana;1.043;4.22;16.1;5.949278410533489;70;2016-10-31;JUAN PABLO Sotera;https://www.brew-o-matic.com.ar/#/recipe/clone/Nuncasupe-53454fe39142c1062a0002db-1414811632213
Dorada 2.0;Dorada Pampeana;1.046;4.52;19.9;3.5533178426161096;75;2025-12-16;Javier Rivero;https://www.brew-o-matic.com.ar/#/recipe/clone/Dorada20-558174a3daa6c2a276003b25-1765846440204
Dorada Alexandros;Dorada Pampeana;1.051;5.01;19;4.638323835108742;23;2016-09-15;santtiago pochat;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaAlejandro-57a9092d05bc501d007ecc06-1470697715069
Dorada Andreina;Dorada Pampeana;1.044;4.5;18.2;3.754351689205028;20;2022-09-29;Anderson Navarrete;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaAndreina-5eaa3bc96b39390004c04ba2-1664479085685
Dorada Bolseña;Dorada Pampeana;1.044;4.32;20.7;3.9256085703794303;22;2022-08-15;Javier Rivero;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaBolsea-558174a3daa6c2a276003b25-1660570996562
Dorada Burrito;Dorada Pampeana;1.056;5.72;13.5;5.249934397743215;20;2018-09-22;Alejandro Margarucci;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaBurrito-5837758c620f041d00021146-1529929727704
Dorada Campana;Dorada Pampeana;1.056;5.72;14.7;5.4875536356604115;70;2020-08-19;Daniel Malaszuk;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaCampana-5f0ebded54dfc100048fe01b-1597809509429
Dorada Campestre Ale SILO;Dorada Pampeana;1.047;4.62;14.2;3.698178072422644;20;2021-09-26;Sebastian Nuñez Szymanski;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaCampestreAleSILO-553e99647111039c4500006a-1632665067580
Dorada Chaco-Corrientes;Dorada Pampeana;1.044;4.61;20.4;4.908708235811846;180;2017-07-27;Juan Andres Frangioli;https://www.brew-o-matic.com.ar/#/recipe/clone/Curso2017-574437b89883221d000f0d4b-1501161386391
Dorada Championship;Dorada Pampeana;1.05;5.37;16.2;4.504880744996751;20;2017-05-09;Sergio Silberman;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaChampionship-54c2703d2f19655a4d00011c-1494336249583
Dorada Cronologica;Dorada Pampeana;1.054;5.52;17.5;4.033149549169933;47;2017-05-15;Fabian Serlik;https://www.brew-o-matic.com.ar/#/recipe/clone/DoradaChronologica-5248c9c24b11374753000112-1492610856712
Dorada Hybrida Alt.;Dorada Pampeana;1.049;5.01;21.7;4.62610704274544;38;2019-11-24;;https://www.brew-o-matic.com.ar/#/recipe/clone/doradahybrida-5cd617d8bef9cb00042c055c-1571346541887
